Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
6/10/2021,175373684,3774292,112849488,58749904,453496,2.15,64.35,3.34,193
6/11/2021,175796243,3786030,113225020,58785193,422559,2.15,64.41,3.34,193
6/12/2021,176164841,3795834,113563994,58805013,368598,2.15,64.46,3.34,193
6/13/2021,176467839,3805101,113993655,58669083,302998,2.16,64.6,3.34,193
6/14/2021,176777298,3813079,114340429,58623790,309459,2.16,64.68,3.33,193
6/15/2021,177152218,3823828,114800574,58527816,374920,2.16,64.8,3.33,193
6/16/2021,177541194,3833886,115149801,58557507,388976,2.16,64.86,3.33,193
6/17/2021,177937495,3843207,115530279,58564009,396301,2.16,64.93,3.33,193
6/18/2021,178340925,3852407,115849842,58638676,403430,2.16,64.96,3.33,193
6/19/2021,178689391,3860570,116181692,58647129,348466,2.16,65.02,3.32,194
6/20/2021,178992828,3867304,116446786,58678738,303437,2.16,65.06,3.32,194
6/21/2021,179289433,3874286,116804004,58611143,296605,2.16,65.15,3.32,194
6/22/2021,179699727,3883209,117107408,58709110,410294,2.16,65.17,3.32,194
6/23/2021,180096781,3892588,117507151,58697042,397054,2.16,65.25,3.31,194
6/24/2021,180506152,3901240,117796862,58808050,409371,2.16,65.26,3.31,194
6/25/2021,180924146,3910471,118125509,58888166,417994,2.16,65.29,3.31,194
6/26/2021,181287339,3917993,118420068,58949278,363193,2.16,65.32,3.31,194
6/27/2021,181598384,3924070,118678807,58995507,311045,2.16,65.35,3.31,194
6/28/2021,181931498,3930616,119006263,58994619,333114,2.16,65.41,3.3,194
6/29/2021,182312924,3938757,119299679,59074488,381426,2.16,65.44,3.3,194
6/30/2021,182712344,3947956,119580620,59183768,399443,2.16,65.45,3.3,194
7/1/2021,183148035,3956503,120008476,59183056,435691,2.16,65.53,3.3,194
7/2/2021,183590439,3964846,120299518,59326075,442404,2.16,65.53,3.3,194
7/3/2021,183964999,3971764,120569293,59423942,374560,2.16,65.54,3.29,194
7/4/2021,184293224,3978382,120868181,59446661,328225,2.16,65.58,3.29,194
7/5/2021,184669905,3985742,121235174,59448989,376681,2.16,65.65,3.29,194
7/6/2021,185120530,3994232,121563017,59563281,450625,2.16,65.67,3.29,194
7/7/2021,185585573,4002771,121831180,59751622,465043,2.16,65.65,3.29,194
7/8/2021,186067376,4011679,122123831,59931866,481803,2.16,65.63,3.28,194
7/9/2021,186581268,4020050,122462949,60098269,513892,2.15,65.64,3.28,194
7/10/2021,187003315,4026651,122907153,60069511,422047,2.15,65.72,3.28,194
7/11/2021,187373874,4034264,123197639,60141971,370559,2.15,65.75,3.27,194
7/12/2021,187806125,4042328,123499875,60263922,432251,2.15,65.76,3.27,194
7/13/2021,188332091,4050711,123783322,60498058,525966,2.15,65.73,3.27,194
7/14/2021,188870041,4059318,124113063,60697660,537950,2.15,65.71,3.27,194
7/15/2021,189446486,4067943,124394119,60984424,576445,2.15,65.66,3.27,194
7/16/2021,190042505,4076686,124784824,61180995,596019,2.15,65.66,3.27,194
7/17/2021,190533022,4084203,125065613,61383206,490517,2.14,65.64,3.27,194
7/18/2021,190954336,4090742,125382096,61481498,421314,2.14,65.66,3.26,194
7/19/2021,191440629,4097881,125688817,61653931,486293,2.14,65.65,3.26,194
7/20/2021,191973190,4118607,126008997,61845586,532561,2.15,65.64,3.27,194
7/21/2021,192528965,4127267,126315580,62086118,555775,2.14,65.61,3.27,194
7/22/2021,193094325,4136039,126671708,62286578,565360,2.14,65.6,3.27,194
7/23/2021,193822533,4144358,126918098,62760077,728208,2.14,65.48,3.27,194
7/24/2021,194255638,4153052,127435324,62667262,492480,2.14,65.6,3.26,194
7/25/2021,194701911,4160384,127762741,62778786,446273,2.14,65.62,3.26,194
7/26/2021,195240077,4168797,128063201,63008079,538166,2.14,65.59,3.26,194
7/27/2021,195846739,4178640,128409040,63259059,606662,2.13,65.57,3.25,194
7/28/2021,196496766,4188793,128745703,63562270,650027,2.13,65.52,3.25,194
7/29/2021,197139818,4199056,129094091,63846671,643052,2.13,65.48,3.25,194
7/30/2021,197872414,4208607,129401282,64262525,732596,2.13,65.4,3.25,194
7/31/2021,198391327,4217440,129705211,64468676,518913,2.13,65.38,3.25,194
